frame_47_43.png,229 203 254 228,0.485580206,clickable
frame_47_43.png,292 267 319 289,0.516596615,clickable
frame_47_43.png,294 203 318 227,0.487820834,clickable
frame_47_43.png,264 298 285 321,0.484893650,clickable
frame_47_43.png,264 266 286 288,0.477356881,clickable
frame_47_43.png,230 267 253 288,0.469521165,clickable
frame_47_43.png,231 173 253 195,0.476671398,clickable
frame_47_43.png,263 173 285 195,0.463801295,clickable
frame_47_43.png,262 206 286 226,0.476387799,clickable
frame_47_43.png,231 298 252 321,0.463490754,clickable
frame_47_43.png,295 173 317 195,0.458151698,clickable
frame_47_43.png,210 227 217 256,0.116085455,clickable
frame_47_43.png,326 203 350 227,0.532604396,clickable
frame_47_43.png,391 173 412 195,0.523855686,clickable
frame_47_43.png,326 267 350 289,0.535660744,clickable
frame_47_43.png,357 268 376 287,0.511459351,clickable
frame_47_43.png,389 269 414 287,0.508715391,clickable
frame_47_43.png,326 172 350 196,0.468320847,clickable
frame_47_43.png,358 172 382 196,0.444473326,clickable
frame_47_43.png,359 212 381 219,0.191688702,clickable
frame_47_43.png,398 205 405 227,0.140789509,clickable
frame_47_43.png,292 361 320 382,0.365841806,clickable
frame_47_43.png,264 361 286 382,0.345947266,clickable
frame_47_43.png,262 521 286 543,0.311151773,clickable
frame_47_43.png,294 522 318 542,0.328503162,clickable
frame_47_43.png,294 394 318 414,0.320417792,clickable
frame_47_43.png,264 425 286 446,0.293963999,clickable
frame_47_43.png,231 522 253 542,0.289369822,clickable
frame_47_43.png,230 490 254 510,0.277651429,clickable
frame_47_43.png,230 426 255 446,0.267569155,clickable
frame_47_43.png,264 489 284 510,0.263971359,clickable
frame_47_43.png,230 362 254 382,0.350239992,clickable
frame_47_43.png,264 391 286 416,0.260191470,clickable
frame_47_43.png,294 424 318 448,0.259921640,clickable
frame_47_43.png,229 394 255 414,0.249946728,clickable
frame_47_43.png,262 458 286 478,0.248262644,clickable
frame_47_43.png,230 458 254 478,0.249997407,clickable
frame_47_43.png,294 458 317 478,0.245419919,clickable
frame_47_43.png,293 492 318 507,0.199977472,clickable
frame_47_43.png,326 362 350 383,0.376310349,clickable
frame_47_43.png,359 361 376 382,0.369994342,clickable
frame_47_43.png,359 522 381 542,0.347990513,clickable
frame_47_43.png,358 458 382 478,0.331342340,clickable
frame_47_43.png,326 394 350 414,0.363645881,clickable
frame_47_43.png,326 425 350 447,0.326651096,clickable
frame_47_43.png,359 426 381 445,0.342989385,clickable
frame_47_43.png,326 520 350 543,0.321180522,clickable
frame_47_43.png,390 363 414 381,0.331221730,clickable
frame_47_43.png,390 426 414 446,0.341920257,clickable
frame_47_43.png,391 393 413 414,0.320190251,clickable
frame_47_43.png,358 393 376 414,0.338174611,clickable
frame_47_43.png,390 492 414 508,0.294424206,clickable
frame_47_43.png,327 458 349 478,0.310511470,clickable
frame_47_43.png,390 460 414 476,0.266834289,clickable
frame_47_43.png,328 489 348 510,0.214521036,clickable
frame_47_43.png,325 557 377 564,0.142910048,clickable
